Make,Year_of_manufacture,Condition,Mileage,Engine_Size,Fuel,Transmission,Price,Build
Mini,2012,Foreign Used,144286,1600,Petrol,Automatic,6300000,SUV
Lexus,2007,Foreign Used,148888,3500,Petrol,Automatic,4680000,SUV
Lexus,2009,Nigerian Used,285775,3500,Petrol,Automatic,3150000,SUV
Toyota,2011,Foreign Used,161948,2500,Petrol,Automatic,3990000,SUV
Toyota,2015,Foreign Used,154559,3500,Petrol,Automatic,6825000,SUV
Mercedes-Benz,2009,Foreign Used,95356,3000,Petrol,Automatic,7350000,SUV
Toyota,2018,Foreign Used,86061,35,Petrol,Automatic,23920000,SUV
Toyota,2010,Nigerian Used,146899,35,Petrol,Automatic,5200000,SUV
Lexus,2008,Foreign Used,169463,3500,Petrol,Automatic,4410000,SUV
Toyota,2009,Nigerian Used,225960,2700,Petrol,Automatic,6552000,SUV
Toyota,2012,Foreign Used,143428,2500,Petrol,Automatic,5720000,SUV
Toyota,2008,Nigerian Used,259700,35,Petrol,Automatic,5200000,SUV
Toyota,2011,Nigerian Used,80973,35,Petrol,Automatic,7280000,SUV
Mercedes-Benz,2008,Nigerian Used,89833,5500,Petrol,Automatic,4200000,SUV
Toyota,2011,Nigerian Used,215641,2500,Petrol,Automatic,5250000,SUV
Land Rover,2007,Nigerian Used,216498,4700,Petrol,Automatic,3150000,SUV
Toyota,2012,Nigerian Used,284635,2700,Petrol,Automatic,5720000,SUV
Mercedes-Benz,2015,Foreign Used,38636,4700,Petrol,Automatic,19760000,SUV
Lexus,2007,Nigerian Used,12915,3274,Petrol,Automatic,16810000,SUV
Lexus,2007,Nigerian Used,149693,3274,Petrol,Automatic,5050000,SUV
Toyota,2011,Foreign Used,20473,3500,Petrol,Automatic,10400000,SUV
Toyota,2011,Nigerian Used,92016,3500,Petrol,Automatic,5880000,SUV
Lexus,2009,Foreign Used,95321,3500,Petrol,Automatic,6448000,SUV
Mercedes-Benz,2007,Nigerian Used,173113,3274,Petrol,Automatic,5610000,SUV
Lexus,2013,Foreign Used,139005,3400,Petrol,Automatic,12075000,SUV
Toyota,2011,Foreign Used,217124,2700,Petrol,Automatic,6760000,SUV
Toyota,2006,Nigerian Used,182533,4700,Petrol,Automatic,3175000,SUV
Lexus,2005,Nigerian Used,109691,3300,Petrol,Automatic,3360000,SUV
Lexus,2014,Foreign Used,68276,3500,Petrol,Automatic,15600000,SUV
Mercedes-Benz,2010,Foreign Used,142261,3500,Petrol,Automatic,8840000,SUV
Mercedes-Benz,2013,Foreign Used,104536,3500,Petrol,Automatic,14352000,SUV
Lexus,2007,Nigerian Used,169971,3274,Petrol,Automatic,5386000,SUV
Lexus,2017,Foreign Used,68077,3500,Petrol,Automatic,26000000,SUV
Mercedes-Benz,2009,Nigerian Used,323392,3500,Petrol,Automatic,3150000,SUV
Mercedes-Benz,2013,Foreign Used,76441,2700,Petrol,Automatic,5775000,SUV
GMC,2013,Nigerian Used,178268,35000,Petrol,Automatic,4788000,SUV
Toyota,2009,Nigerian Used,89921,2700,Petrol,Automatic,14560000,SUV
Toyota,2012,Foreign Used,279555,2500,Petrol,Automatic,4725000,SUV
Toyota,2002,Foreign Used,125606,2000,Petrol,Automatic,3255000,SUV
Mercedes-Benz,2016,Foreign Used,54116,3500,Petrol,Automatic,18375000,SUV
Lexus,2012,Nigerian Used,81214,3500,Petrol,Automatic,7280000,SUV
Toyota,2008,Foreign Used,199815,2400,Petrol,Automatic,4410000,SUV
Toyota,2009,Foreign Used,141966,4000,Petrol,Automatic,4725000,SUV
Acura,2008,Nigerian Used,174861,3700,Petrol,Automatic,3536000,SUV
Toyota,2007,Nigerian Used,86965,5700,Petrol,Automatic,4725000,SUV
Toyota,2005,Foreign Used,290022,3300,Petrol,Automatic,4368000,SUV
Mercedes-Benz,2010,Nigerian Used,150581,3500,Petrol,Automatic,3465000,SUV
Land Rover,2006,Foreign Used,613630,4400,Petrol,Automatic,5200000,SUV
Mercedes-Benz,2008,Foreign Used,87432,4600,Petrol,Automatic,5775000,SUV
Mercedes-Benz,2007,Nigerian Used,93916,3274,Petrol,Automatic,10090000,SUV
Lexus,2007,Nigerian Used,191463,3274,Petrol,Automatic,4266000,SUV
Toyota,2017,Foreign Used,98483,2700,Petrol,Automatic,7350000,SUV
Lexus,2007,Nigerian Used,92530,3500,Petrol,Automatic,3150000,SUV
Toyota,2009,Foreign Used,86341,2400,Petrol,Automatic,3465000,SUV
Toyota,2006,Foreign Used,76999,2400,Petrol,Manual,6300000,SUV
Mercedes-Benz,2003,Foreign Used,168330,5500,Petrol,Automatic,4200000,SUV
Toyota,2011,Foreign Used,163022,3500,Petrol,Automatic,5460000,SUV
Toyota,2021,Brand New,80,4000,Petrol,Automatic,46800000,SUV
Ford,2012,Foreign Used,149681,3500,Petrol,Automatic,5720000,SUV
Toyota,2006,Nigerian Used,128397,3300,Hybrid,Automatic,3120000,SUV
Toyota,2010,Nigerian Used,187491,2400,Petrol,Manual,6300000,SUV
Toyota,2008,Nigerian Used,309482,4000,Petrol,Automatic,4200000,SUV
Mercedes-Benz,2015,Foreign Used,183487,3500,Petrol,Automatic,13650000,SUV
Toyota,2013,Foreign Used,250088,2500,Petrol,Automatic,5355000,SUV
Lexus,2018,Foreign Used,53288,3500,Petrol,Automatic,21000000,SUV
Land Rover,2015,Foreign Used,88166,2000,Petrol,Automatic,11025000,SUV
Lexus,2007,Nigerian Used,173985,3274,Petrol,Automatic,3594000,SUV
Mercedes-Benz,2013,Nigerian Used,250717,3500,Petrol,Automatic,5250000,SUV
Toyota,2011,Foreign Used,63404,3500,Petrol,Automatic,8295000,SUV
Toyota,2014,Foreign Used,234273,4700,Petrol,Automatic,16275000,SUV
Ford,2010,Foreign Used,155547,3500,Petrol,Automatic,3952000,SUV
Mercedes-Benz,2008,Nigerian Used,237536,3500,Petrol,Automatic,3675000,SUV
Acura,2010,Foreign Used,221054,3700,Petrol,Automatic,9450000,SUV
Toyota,2012,Foreign Used,350882,3500,Petrol,Automatic,7176000,SUV
Toyota,2007,Nigerian Used,114531,3300,Petrol,Automatic,3640000,SUV
Lexus,2009,Nigerian Used,85662,35,Petrol,Automatic,3640000,SUV
Toyota,2008,Foreign Used,209285,3500,Petrol,Automatic,3360000,SUV
Mercedes-Benz,2012,Nigerian Used,144761,30,Petrol,Automatic,7280000,SUV
Lexus,2015,Foreign Used,40837,3500,Petrol,Automatic,10500000,SUV
Mercedes-Benz,2006,Foreign Used,185092,3500,Petrol,Automatic,6240000,SUV
Toyota,2007,Foreign Used,181160,3500,Petrol,Automatic,3360000,SUV
Toyota,2006,Foreign Used,145366,3300,Petrol,Automatic,4160000,SUV
Lexus,2015,Foreign Used,82357,3500,Petrol,Automatic,20500000,SUV
Toyota,2013,Foreign Used,100075,2500,Petrol,Automatic,4200000,SUV
Mercedes-Benz,2010,Foreign Used,124523,3000,Petrol,Automatic,4095000,SUV
Mercedes-Benz,2010,Foreign Used,116697,3500,Petrol,Automatic,5565000,SUV
Ford,2013,Foreign Used,140864,3500,Petrol,Automatic,4725000,SUV
Toyota,2008,Foreign Used,268296,3500,Petrol,Automatic,3536000,SUV
Land Rover,2012,Foreign Used,170174,5000,Petrol,Automatic,12480000,SUV
Mercedes-Benz,2007,Nigerian Used,58653,3274,Petrol,Automatic,3930000,SUV
Land Rover,2007,Nigerian Used,115456,3274,Petrol,Automatic,3370000,SUV
Mercedes-Benz,2007,Nigerian Used,33326,3274,Petrol,Automatic,4714000,SUV
Lexus,2008,Nigerian Used,271598,3500,Petrol,Automatic,4160000,SUV
Toyota,2011,Foreign Used,297082,2500,Petrol,Automatic,3990000,SUV
Mercedes-Benz,2006,Nigerian Used,170599,3500,Petrol,Automatic,3150000,SUV
Mercedes-Benz,2007,Nigerian Used,69029,3274,Petrol,Automatic,9866000,SUV
Ford,2009,Foreign Used,436448,4600,Petrol,Automatic,6300000,SUV
Ford,2012,Nigerian Used,80400,2000,Petrol,Automatic,3360000,SUV
Toyota,2008,Nigerian Used,47169,57,Petrol,Automatic,7280000,SUV
Toyota,2011,Foreign Used,141530,3500,Petrol,Automatic,6136000,SUV
Toyota,2011,Nigerian Used,66737,2500,Petrol,Automatic,3360000,SUV
Toyota,2010,Foreign Used,42452,3274,Petrol,Automatic,8320000,SUV
Toyota,2005,Foreign Used,337681,2400,Petrol,Automatic,3675000,SUV
Toyota,2009,Foreign Used,354333,2400,Hybrid,Automatic,3150000,SUV
Ford,2007,Nigerian Used,258401,3274,Petrol,Automatic,3594000,SUV
Lexus,2007,Nigerian Used,86551,3274,Petrol,Automatic,4042000,SUV
Mercedes-Benz,2005,Foreign Used,182533,3000,Diesel,Automatic,3640000,SUV
Toyota,2010,Foreign Used,135904,3500,Petrol,Automatic,3990000,SUV
Toyota,2010,Foreign Used,17429,4000,Petrol,Manual,26250000,SUV
Lexus,2011,Foreign Used,30457,3500,Petrol,Automatic,9984000,SUV
Ford,2007,Foreign Used,303226,3500,Petrol,Automatic,3328000,SUV
Toyota,2013,Nigerian Used,89445,3500,Petrol,Automatic,6760000,SUV
Ford,2011,Nigerian Used,84719,3500,Petrol,Automatic,5250000,SUV
Mercedes-Benz,2015,Foreign Used,113731,2000,Petrol,Automatic,12600000,SUV
Ford,2007,Nigerian Used,201615,3274,Petrol,Automatic,4938000,SUV
Ford,2007,Foreign Used,147723,4000,Petrol,Automatic,3150000,SUV
Ford,2012,Foreign Used,232070,3500,Petrol,Automatic,7800000,SUV
Lexus,2017,Nigerian Used,52518,35,Petrol,Automatic,14700000,SUV
Ford,2005,Foreign Used,164909,5400,Petrol,Automatic,3045000,SUV
Toyota,2011,Foreign Used,124744,3500,Petrol,Automatic,7350000,SUV
Mercedes-Benz,2012,Nigerian Used,69388,3500,Petrol,Automatic,5250000,SUV
Toyota,2008,Nigerian Used,154929,3000,Petrol,Manual,5200000,SUV
Toyota,2011,Nigerian Used,185520,3500,Petrol,Automatic,5225000,SUV
Ford,2013,Nigerian Used,88432,2000,Petrol,Automatic,3675000,SUV
Ford,2011,Nigerian Used,143007,3500,Petrol,Automatic,5250000,SUV
Lexus,2008,Nigerian Used,71151,3500,Petrol,Automatic,3744000,SUV
Acura,2010,Foreign Used,370878,3700,Petrol,Automatic,3990000,SUV
Buick,2007,Nigerian Used,55388,3274,Petrol,Automatic,4770000,SUV
Toyota,2021,Brand New,968,30,Petrol,Automatic,41600000,SUV
Lexus,2007,Foreign Used,82850,3500,Petrol,Automatic,4690000,SUV
Ford,2013,Foreign Used,217417,3500,Petrol,Automatic,6240000,SUV
Mercedes-Benz,2010,Nigerian Used,33789,30,Petrol,Automatic,5250000,SUV
Ford,2005,Foreign Used,212433,3000,Petrol,Automatic,4200000,SUV
Mercedes-Benz,2017,Nigerian Used,39674,3500,Petrol,Automatic,13650000,SUV
Lexus,2010,Foreign Used,120660,3500,Petrol,Automatic,8400000,SUV
Ford,2014,Nigerian Used,68871,2000,Petrol,Automatic,7280000,SUV
Mercedes-Benz,2010,Nigerian Used,131144,45,Petrol,Automatic,4410000,SUV
Lexus,2008,Nigerian Used,64129,4600,Petrol,Automatic,3465000,SUV
Toyota,2008,Foreign Used,418753,3500,Petrol,Automatic,7592000,SUV
Mercedes-Benz,2008,Foreign Used,140038,4600,Petrol,Automatic,5250000,SUV
Ford,2011,Foreign Used,265935,3500,Petrol,Automatic,4410000,SUV
Ford,2001,Nigerian Used,173113,3500,Petrol,Automatic,4200000,SUV
Land Rover,2008,Nigerian Used,178406,4400,Petrol,Automatic,3360000,SUV
Ford,2017,Nigerian Used,124596,2000,Petrol,Automatic,12600000,SUV
Ford,2007,Foreign Used,171104,3500,Petrol,Automatic,3952000,SUV
Ford,2012,Nigerian Used,140197,2500,Petrol,Manual,5250000,SUV
Lexus,2006,Nigerian Used,130145,4700,Petrol,Automatic,3255000,SUV
Ford,2014,Nigerian Used,70964,36,Petrol,Automatic,5200000,SUV
Toyota,2006,Foreign Used,201305,3000,Petrol,Automatic,3465000,SUV
Lexus,2011,Nigerian Used,196286,4600,Petrol,Automatic,15600000,SUV
Mercedes-Benz,2011,Foreign Used,200436,4600,Petrol,Automatic,8900000,SUV
Ford,2010,Foreign Used,134105,3500,Petrol,Automatic,3675000,SUV
Toyota,2012,Foreign Used,153345,2700,Petrol,Automatic,8112000,SUV
Toyota,2010,Nigerian Used,76966,5700,Petrol,Automatic,5775000,SUV
Lexus,2007,Nigerian Used,182533,3500,Petrol,Automatic,2310000,SUV
Mercedes-Benz,2011,Foreign Used,195029,3000,Petrol,Automatic,6240000,SUV
Ford,2014,Nigerian Used,271943,3500,Petrol,Automatic,5200000,SUV
Ford,2012,Foreign Used,1284898,3500,Petrol,Automatic,5250000,SUV
Toyota,2012,Nigerian Used,162229,2700,Petrol,Automatic,12600000,SUV
Lexus,2007,Nigerian Used,140981,3500,Petrol,Automatic,3150000,SUV
Ford,2012,Foreign Used,201267,3500,Petrol,Automatic,4725000,SUV
Lexus,2007,Nigerian Used,215685,3274,Petrol,Automatic,4042000,SUV
Lexus,2006,Nigerian Used,90235,2500,Petrol,Automatic,3120000,SUV
Toyota,2007,Foreign Used,282688,2400,Petrol,Automatic,3450000,SUV
Lexus,2007,Foreign Used,171869,4600,Petrol,Automatic,5720000,SUV
Toyota,2012,Foreign Used,124506,2500,Petrol,Automatic,5565000,SUV
Mercedes-Benz,2007,Nigerian Used,21973,3274,Petrol,Automatic,15690000,SUV
Mercedes-Benz,2009,Foreign Used,96757,3000,Diesel,Automatic,4620000,SUV
Mercedes-Benz,2010,Nigerian Used,65084,3000,Petrol,Automatic,4264000,SUV
Mercedes-Benz,2012,Foreign Used,55264,3500,Petrol,Automatic,14352000,SUV
Mercedes-Benz,2007,Nigerian Used,60837,3274,Petrol,Automatic,8410000,SUV
Toyota,2014,Nigerian Used,47523,3500,Petrol,Automatic,9880000,SUV
Lexus,2012,Nigerian Used,96283,2500,Petrol,Automatic,4200000,SUV
Toyota,2012,Foreign Used,198938,3500,Petrol,Automatic,6090000,SUV
Toyota,2013,Nigerian Used,44496,2600,Petrol,Automatic,7280000,SUV
Lexus,2007,Nigerian Used,268759,2500,Petrol,Automatic,3432000,SUV
Ford,2018,Foreign Used,14405,3500,Petrol,Automatic,18375000,SUV
Ford,2011,Nigerian Used,262832,3500,Petrol,Automatic,4410000,SUV
Cadillac,2007,Nigerian Used,289580,3274,Petrol,Automatic,6730000,SUV
Ford,2012,Foreign Used,290049,3500,Petrol,Automatic,5250000,SUV
Land Rover,2007,Nigerian Used,107441,3274,Petrol,Automatic,3930000,SUV
Mercedes-Benz,2010,Nigerian Used,156987,3000,Petrol,Automatic,3952000,SUV
Toyota,2006,Nigerian Used,120820,3500,Petrol,Automatic,3120000,SUV
Toyota,2007,Foreign Used,220902,4700,Petrol,Automatic,10400000,SUV
Mercedes-Benz,2009,Nigerian Used,103752,4700,Petrol,Automatic,4410000,SUV
Land Rover,2007,Nigerian Used,37846,3274,Petrol,Automatic,11210000,SUV
Lexus,2004,Nigerian Used,84195,4700,Petrol,Automatic,4992000,SUV
Toyota,2008,Foreign Used,94447,24,Petrol,Automatic,3465000,SUV
Acura,2010,Foreign Used,284441,3500,Petrol,Automatic,5096000,SUV
Audi,2011,Nigerian Used,219042,2000,Petrol,Automatic,3937500,SUV
Ford,2013,Nigerian Used,220846,3500,Petrol,Automatic,5250000,SUV
Toyota,2007,Foreign Used,16479,3500,Petrol,Automatic,3465000,SUV
Mercedes-Benz,2009,Foreign Used,144066,3500,Petrol,Automatic,3150000,SUV
Ford,2012,Nigerian Used,108572,3500,Petrol,Automatic,3150000,SUV
Mercedes-Benz,2007,Nigerian Used,239582,3500,Petrol,Automatic,4056000,SUV
Toyota,2008,Nigerian Used,165146,4000,Petrol,Automatic,5200000,SUV
Mercedes-Benz,2009,Nigerian Used,159366,3500,Petrol,Automatic,4992000,SUV
Toyota,2007,Nigerian Used,140882,2700,Petrol,Automatic,6760000,SUV
Toyota,2011,Nigerian Used,129896,3500,Petrol,Automatic,4992000,SUV
Toyota,2007,Foreign Used,141956,2400,Petrol,Automatic,3712800,SUV
Toyota,2007,Foreign Used,153624,2400,Petrol,Automatic,3255000,SUV
Toyota,2011,Nigerian Used,109174,3500,Petrol,Automatic,3570000,SUV
Lexus,2008,Nigerian Used,169887,3500,Petrol,Automatic,3675000,SUV
Lexus,2010,Foreign Used,91604,3500,Petrol,Automatic,9391200,SUV
Lexus,2005,Nigerian Used,67744,4700,Petrol,Automatic,4160000,SUV
Land Rover,2006,Foreign Used,212485,4400,Petrol,Automatic,6090000,SUV
Toyota,2010,Foreign Used,138462,2500,Petrol,Automatic,4160000,SUV
Lexus,2008,Nigerian Used,124886,3500,Petrol,Automatic,4160000,SUV
Lexus,2010,Nigerian Used,310442,3400,Petrol,Automatic,5775000,SUV
Toyota,2007,Foreign Used,172580,2400,Petrol,Automatic,4576000,SUV
Ford,2007,Nigerian Used,147372,3274,Petrol,Automatic,4714000,SUV
Toyota,2004,Foreign Used,387265,3500,Petrol,Automatic,3465000,SUV
Toyota,2004,Foreign Used,2671736,2400,Petrol,Automatic,4992000,SUV
Mercedes-Benz,2012,Nigerian Used,176123,4600,Petrol,Automatic,7875000,SUV
Toyota,2012,Nigerian Used,68028,2500,Petrol,Automatic,4160000,SUV
Acura,2010,Foreign Used,205258,3500,Petrol,Automatic,3360000,SUV
Land Rover,2017,Foreign Used,87589,3000,Petrol,Automatic,32550000,SUV
Toyota,2011,Nigerian Used,90000,3500,Petrol,Automatic,8320000,SUV
Toyota,2009,Foreign Used,209830,2700,Petrol,Automatic,7800000,SUV
Land Rover,2012,Nigerian Used,21632,2000,Petrol,Automatic,6090000,SUV
Toyota,2014,Nigerian Used,48858,3500,Petrol,Automatic,7280000,SUV
Lexus,2007,Foreign Used,49407,3600,Petrol,Automatic,4888000,SUV
Toyota,2010,Foreign Used,446982,2500,Petrol,Automatic,3465000,SUV
Mercedes-Benz,2008,Nigerian Used,283739,3500,Petrol,Automatic,3255000,SUV
Land Rover,2013,Nigerian Used,52502,5000,Petrol,Automatic,15600000,SUV
Mercedes-Benz,2010,Nigerian Used,236078,30,Petrol,Automatic,4200000,SUV
Toyota,2011,Foreign Used,95182,2400,Petrol,Automatic,4576000,SUV
GMC,2007,Nigerian Used,18245,3274,Petrol,Automatic,15000000,SUV
Mercedes-Benz,2007,Nigerian Used,76857,3274,Petrol,Automatic,5162000,SUV
Lexus,2010,Nigerian Used,58108,3500,Petrol,Automatic,4680000,SUV
Lexus,2007,Nigerian Used,133201,3274,Petrol,Automatic,3370000,SUV
Toyota,2007,Foreign Used,121015,2400,Petrol,Automatic,3952000,SUV
Toyota,2007,Foreign Used,178364,3300,Petrol,Automatic,3675000,SUV
Lexus,2008,Foreign Used,264214,4700,Petrol,Automatic,9360000,SUV
Toyota,2010,Foreign Used,82855,2500,Petrol,Automatic,4160000,SUV
Toyota,2013,Nigerian Used,76097,2400,Petrol,Automatic,5565000,SUV
Mercedes-Benz,2010,Nigerian Used,131203,3000,Petrol,Automatic,3848000,SUV
Mercedes-Benz,2008,Nigerian Used,91566,3500,Petrol,Automatic,3675000,SUV
Lexus,2011,Nigerian Used,222718,3274,Petrol,Automatic,3700000,SUV
Toyota,2015,Nigerian Used,13022,1800,Petrol,Automatic,7280000,SUV
Mercedes-Benz,2007,Nigerian Used,102669,3274,Petrol,Automatic,8970000,SUV
Toyota,2011,Nigerian Used,212752,3500,Petrol,Automatic,4160000,SUV
Toyota,2013,Nigerian Used,192609,3500,Petrol,Automatic,6760000,SUV
Land Rover,2007,Nigerian Used,117254,4400,Petrol,Automatic,3640000,SUV
Toyota,2006,Foreign Used,230373,3500,Petrol,Automatic,3360000,SUV
Ford,2004,Foreign Used,322143,5400,Petrol,Automatic,4725000,SUV
Lexus,2007,Foreign Used,298814,3500,Petrol,Automatic,5512000,SUV
Toyota,2012,Nigerian Used,67067,2500,Petrol,Automatic,4680000,SUV
Mercedes-Benz,2015,Nigerian Used,138572,2000,Petrol,Automatic,9975000,SUV
Toyota,2005,Foreign Used,120624,3300,Petrol,Automatic,3360000,SUV
Ford,2013,Nigerian Used,153535,20,Petrol,Automatic,3640000,SUV
Toyota,2012,Nigerian Used,145137,2500,Petrol,Manual,7904000,SUV
Lexus,2004,Nigerian Used,163903,3300,Petrol,Automatic,3744000,SUV
Mercedes-Benz,2009,Nigerian Used,153109,5500,Petrol,Automatic,4400000,SUV
Ford,2013,Nigerian Used,88734,3500,Petrol,Automatic,8840000,SUV
Mercedes-Benz,2009,Nigerian Used,193057,3500,Petrol,Automatic,5824000,SUV
Ford,2008,Nigerian Used,169315,3500,Petrol,Automatic,3328000,SUV
Toyota,2013,Nigerian Used,106032,2700,Petrol,Automatic,5460000,SUV
Mercedes-Benz,2009,Foreign Used,269137,3000,Petrol,Automatic,4410000,SUV
Ford,2007,Nigerian Used,232683,3274,Petrol,Automatic,5610000,SUV
Toyota,2013,Nigerian Used,76803,2700,Petrol,Automatic,4830000,SUV
Ford,2014,Nigerian Used,42095,2400,Petrol,Automatic,5200000,SUV
Toyota,2007,Nigerian Used,98405,3274,Petrol,Automatic,3930000,SUV
Toyota,2015,Foreign Used,94222,3500,Petrol,Automatic,12075000,SUV
Porsche,2005,Foreign Used,222372,3200,Petrol,Automatic,6300000,SUV
Mercedes-Benz,2011,Nigerian Used,167340,3500,Petrol,Automatic,10920000,SUV
Toyota,2008,Foreign Used,108226,57,Petrol,Automatic,4725000,SUV
Mercedes-Benz,2007,Nigerian Used,155764,3274,Petrol,Automatic,3930000,SUV
Toyota,2016,Nigerian Used,66489,3600,Petrol,Automatic,5775000,SUV
Toyota,2014,Nigerian Used,127512,2500,Petrol,Automatic,3885000,SUV
Toyota,2012,Nigerian Used,27981,3500,Petrol,Automatic,6240000,SUV
Mercedes-Benz,2009,Nigerian Used,179870,3500,Petrol,Automatic,3832500,SUV
Ford,2017,Nigerian Used,64052,3500,Petrol,Automatic,8400000,SUV
Toyota,2011,Nigerian Used,76187,3500,Petrol,Automatic,4830000,SUV
Mercedes-Benz,2007,Nigerian Used,109027,3274,Petrol,Automatic,4938000,SUV
Lexus,2009,Nigerian Used,152653,2500,Petrol,Automatic,4160000,SUV
Toyota,2013,Nigerian Used,142436,2500,Petrol,Automatic,5200000,SUV
Toyota,2005,Foreign Used,222738,3500,Petrol,Automatic,3640000,SUV
Lexus,2006,Nigerian Used,88003,3300,Hybrid,Automatic,3150000,SUV
Toyota,2011,Nigerian Used,137851,3000,Petrol,Automatic,3224000,SUV
Toyota,2009,Foreign Used,113200,2400,Hybrid,Automatic,3150000,SUV
Lexus,2007,Nigerian Used,158523,3500,Petrol,Automatic,3328000,SUV
Mercedes-Benz,2011,Nigerian Used,9388,3500,Petrol,Automatic,5250000,SUV
Mercedes-Benz,2009,Nigerian Used,80323,3500,Petrol,Automatic,4680000,SUV
Toyota,2013,Nigerian Used,241993,2700,Petrol,Automatic,6864000,SUV
Lexus,2007,Nigerian Used,57143,3274,Petrol,Automatic,6800000,SUV
Lexus,2010,Foreign Used,110466,3500,Hybrid,CVT,8925000,SUV
Toyota,2007,Foreign Used,200246,2400,Petrol,Automatic,3150000,SUV
Lexus,2008,Nigerian Used,86824,3400,Petrol,Automatic,3432000,SUV
Ford,2014,Nigerian Used,111941,3500,Petrol,Automatic,4200000,SUV
Ford,2007,Foreign Used,275873,3500,Petrol,Automatic,3744000,SUV
Toyota,2013,Nigerian Used,125478,2500,Petrol,Automatic,3780103,SUV
Toyota,2014,Foreign Used,160922,2500,Petrol,Automatic,8400000,SUV
Toyota,2009,Nigerian Used,89348,2700,Petrol,Automatic,5200000,SUV
Toyota,2007,Nigerian Used,42710,3274,Petrol,Automatic,15690000,SUV
Ford,2007,Nigerian Used,132930,3274,Petrol,Automatic,5946000,SUV
Mercedes-Benz,2010,Nigerian Used,112776,3500,Petrol,Automatic,3885000,SUV
Mercedes-Benz,2015,Nigerian Used,81656,3000,Petrol,Automatic,9450000,SUV
Mercedes-Benz,2011,Nigerian Used,51159,1800,Petrol,Automatic,5565000,SUV
Mercedes-Benz,2015,Nigerian Used,58808,2000,Petrol,Automatic,7875000,SUV
Ford,2010,Foreign Used,315836,3500,Petrol,Automatic,3675000,SUV
Toyota,2011,Nigerian Used,112042,2400,Petrol,Automatic,3328000,SUV
Toyota,2016,Nigerian Used,37986,25,Electric,Automatic,6240000,SUV
Mercedes-Benz,2010,Nigerian Used,120908,3500,Petrol,Automatic,4725000,SUV
Toyota,2012,Nigerian Used,217066,2400,Petrol,Automatic,4160000,SUV
Toyota,2008,Nigerian Used,236274,4800,Petrol,Automatic,4200000,SUV
Mercedes-Benz,2006,Foreign Used,155337,3500,Petrol,Automatic,3150000,SUV
Toyota,2012,Nigerian Used,49898,2500,Petrol,Automatic,4160000,SUV
Ford,2013,Nigerian Used,161753,35,Petrol,Automatic,3640000,SUV
Toyota,2009,Nigerian Used,173367,2700,Petrol,Automatic,8320000,SUV
Toyota,2008,Foreign Used,102613,3300,Petrol,Automatic,4725000,SUV
Toyota,2014,Nigerian Used,95945,2700,Petrol,Automatic,15225000,SUV
Infiniti,2013,Foreign Used,262159,3500,Petrol,Automatic,9360000,SUV
Toyota,2007,Nigerian Used,142870,3500,Petrol,Automatic,3640000,SUV
Mercedes-Benz,2007,Nigerian Used,54410,3274,Petrol,Automatic,11210000,SUV
Toyota,2005,Foreign Used,101284,3500,Petrol,Automatic,3952000,SUV
Lexus,2005,Nigerian Used,161376,3300,Petrol,Automatic,3432000,SUV
Toyota,2020,Foreign Used,66311,3274,Petrol,Automatic,19760000,SUV
Toyota,2008,Nigerian Used,299900,3500,Petrol,Automatic,3640000,SUV
Toyota,2006,Nigerian Used,107499,4000,Petrol,Automatic,5250000,SUV
Toyota,2012,Nigerian Used,74366,2500,Petrol,Automatic,3990000,SUV
Mercedes-Benz,2007,Nigerian Used,41175,3274,Petrol,Automatic,14010000,SUV
Toyota,2016,Nigerian Used,39961,2500,Petrol,Automatic,5250000,SUV
Infiniti,2006,Foreign Used,285514,5600,Petrol,Automatic,4462500,SUV
